review_text,sentiment
"Vakumnya bocor terus. Susah2 divakum, gak lama kembung lg. Gak guna sama sekali. Rugi bgt beli produk ini. Payah.",0
"saran aja buat temen yang beli disini , jangan buang box nya simpan terus biar kalo baru rusak bisa di claim garansinya",0
"Bikini-nya trnyata nerawang bgt! Jahitannya jg gk rapi, bhnnya kasar, gatel di kulit. Pdhl di foto bagus, eh pas dtg zonk abis. Nyesel beli disini, gk rekomen sama sekali deh. Bikin ilfeel.",0
pengiriman dan respon super cepat . tpi barang tidak sesuai gambar kuat untuk menembus jok motor,0
"Rontok makin parah! Udah pake sebulan, rambut malah tipis bgt, gk ngaruh blas. Mana lepek + gatel lagi kulit kepala. Nyesel beli, buang2 duit aja, gak rekomen!",0
"Buset dah, sabun Scarlett bikin kulit gw jd kering kerontang gini. Gk cocok bgt, malah jd bruntusan. Bener2 nyesel beli, zonk abis ini mah titik.",0
exp april 202 saya beli total kurang lebih buat di jual lagi . klo tau dekat g akan ambil ? sudah ini dpt zonk segitu banyak mo dipakai sendiri bakal habis sampai,0
"Ini tas kamera jelek bgt. Resletingnya macet parah, susah dibuka tutup. Bahannya tipis bgt kayak kresek. Gak pantes buat kamera. Nyesel berat beli ini. Gak rekomen deh.",0
"Webcam ini parah bgt. Katany HD tapi burem abis gambarnya. Kualitas kyk webcam jadul, gk tajam. Cahaya redup dikit aja udh gk jelas, bnyk noise. Mic nya jelek bgt, suara pecah2 gk jernih. Nyesel parah beli ini, gk sesuai ekspektasi. Buang2 duit, gk rekomen deh.",0
"Kulotnya tipis bgt, nerawang parah! Jahitan gk rapih, benang pd kluar. Warna jg beda jauh sm foto. Kecewa berat, gk rekomen blass! Bikin ilfil pke celana ini. Mana pengiriman lama bgt lg. Nyesel beli disini.",0
"ini sih bukan 3m asli mengecewakan , udah beli tp gini",0
"barang tidak bisa di pakai , gak ada merek quality check slot usm female buat dimasukin usb male seller juga gentle karna sudah request cancel masih saja kirim",0
"Flanelnya tipis bgt, kirain tebel! Jahitannya jg kurang rapi, ada benang keluar2. Warna gk sesuai gambar. Nyesel beli disini. Gk rekomen! .",0
"Tripodnya ringkih bgt! Gk stabil, dipake buat kamera DSLR langsung doyong. Nyesel beli disini, mana pengirimannya lama pula. Bener2 zonk, gk rekomen! Titik.",0
"saya beli serioxyl nya , malah ga ada . yg datang giftnya aja ini gmn sih official account lho padahal",0
"padahal masih segel orion , tp kunci yg seperti difoto tidak ada dalam kemasan coba komplain harus sertakan video unboxing sama kurir ya gak kepikiran sampai saya klo produk baru jaminan komplit terpaksa beli kuncinya sendiri kecewa",0
pelayanan nya gak seperti biasanya . ? php,0
"Kecewa bgt sm nugget ini. Ukurannya mini, beda sm yg d iklan. Rasanya jg aneh, gk enak sm skali kyk tepung doang. Teksturnya lembek gitu. Rugi beli, zonk deh pokoknya.",0
"Laptop 2in1 ini zonk bgt! Touchscreen-nya ngaco, batre boros parah, keyboard jg kadang gk responsif. Nyesel beli, mending nabung lg buat merk lain yg lbh jelas kualitasnya. Gk rekomen!",0
"kayaknya enggak original, pengisian lambat tidak seperti aslinya",0
5 tahun saya member bata dan saat ini sangat kecewa dengan pelayanan ecommerce . sungguh buruk,0
"Bedak My Baby bikin anakku ruam parah! Gk lagi2 deh pake ini. Pdhl udh rekomen dr bidan, ttp aja zonk! Kapok bgt, bikin kulit bayi iritasi.",0
saya salah beli. jadi tidak bisa kasih bintang 5 terpakai barang nya,0
bisa dipakai tapi daya lemah bila lebih dari dua slot .,0
jelek barang sampai disini: di sini udah rusak tidak bisa jalan,0
"Uno kw, kartunya tipis bgt, gampang lecek. Warna pudar, gk seru buat dimainin. Nyesel beli disini, zonk! Mending beli yg ori aja deh.",0
"Jaket riding ini jelek bgt, gk sesuai iklan. Bilangnya anti air, kena gerimis lgsg tembus. Bahannya panas & kaku, gk nyaman dipake riding jauh. Jaitan udh pd copot, resleting macet parah. Gk rekomen, nyesel bgt beli. Buang duit, kualitasnya jelek banget.",0
harga cuma rb kurang barang tp alasan trlalu byk ga mau ganti . toko ini ajar,0
"Jamnya ringkih bgt, bru dipake 2 hari udh rusak. Gk rekomen deh, nyesel bgt beli disini. Baterainya jg boros, parah bgt!",0
"barang sesuai , tapi pengiriman masalah mustinya gran cepet jadi nunda 3 hari",0
"Kamerany burek bgt! Gk jelas sama sekali pas malem. Nyesel belinya, zonk abis. Gk rekomen deh titik.",0
barang ada yang tidak sesuai sama buset lama banget dikirimnya. kapok,0
sangat kecewa sekali,0
innalillahi. agan kalau jualan yang jujur Juragan jual 1 kilogram kenapa datang gram saya apal bangt kantong sama sudah sering beli ya tagih di akherat ya makanan kucing saja pakai bohong nya nauzubillah terakhir belanja toko ini tidak berkah loo rizki dengan cara nipu seperti begini dibiarkan diterkam nanti,0
"glukometer zonk! jarumnya tumpul, hasil ngaco bgt. gk akurat, malah bikin panik. nyesel beli disini. ampun dah!.",0
"pinggiran buku sobek, mungkin karena packaging-nya",0
"ancur , dikasihnya barang bekas udah gitu rusak pula payah kalau tidak korporatif kecewa sangat",0
"padahal udh atc bubble tapi gaada , parah tolong perbaikin biar pembeli puas",0
ada noda kuning di jilbab,0
"Baksonya asem bgt, teksturnya jg aneh, gk lagi2 deh beli disini. Nyesel bgt!  Mana mahal pula. Gk rekomen! Titik.",0
"awal dikirim brg sih packing rapih ya , tp ada bocel sm kaki tripod karetnya yg ilang . trs saya balikim barangnya kasih bubble wrap buat balikin seller kirim barunya sama sekali ga pake alhasil banyak lecet penyok dibilang dr ktnya hrs xtra ? tau gt balikinnya gausa make",0
"Cover motornya parah bgt, bahannya tipis bkin sobek mulu. Gk tahan panas ujan blas. Nyesel banget beli gini.",0
"Jam alarm digital ini sumpah gk rekomen bgt. Mau nyetel aja susahnya parah, udah coba ikutin buku petunjuk ttp aja ribet gk jelas. Pas udah diset, kadang gk bunyi, kadang bunyi telat. Kacau deh, nyesel bgt beli yg ini. Kualitasnya jg kliatan ringkih, gk yakin bakal awet. Bikin males pake. Zonk abis.",0
"jangan lagi deh beli disini , udah minta pembatalan karena mau ganti alamat tapi hebatnya seller bisa menolak secara sepihak tanpa konfirmasi",0
barangnya kosong .,0
"dasternya adem ya iyalah pada gitu jelas ademnya , mentang gretongan haaha parah asli",0
"Payah! Magnetnya lemah bgt, gampang lepas. Transfer data lemot amit2, nyesel beli sumpah! Mending kabel biasa aja deh, ini mah sampah elektronik. Gk rekomen!",0
"Rak kayu beda bgt sama foto. Kayunya kusem, lecet parah. Pasang susah, hasilnya jelek & goyang. Gak worth it harganya mhal. Gak rekomen blas beli. Rugi duwit.",0
"Drone nya jelek bgt, baru dipake bentar langsung ga stabil. Kameranya goyang2 parah, hasil videonya gk bisa kepake sama skali. Batre boros, terbang cuma bentar aja dah drop. Nyesel beli, rugi bgt. Gk rekomen deh pokoknya, zonk bgt.",0
"jelak . ada yg patah , pedang pada meletot semua apa lagi warna ya salah fatal",0
"sudah biasanya belanja di abbot, baru kali ini datang penyok semua. tidak tahu promo gara-gara memang abisin stok atau toko cabangnya yang bermasalah pasti tidak bakal belanja lagi cabang di",0
"Screamous? Celana Chino apaan nih, baru sekali cuci udah melar kayak karet kolor! Jahitan benang lepas sana sini, warna luntur pula. Gk rekomen bgt, nyesel beli disini. Bikin rugi aja!",0
barang yang dikirim rusak.,0
"Bumbu zonk! Pedesnya lebay bgt, gk enak sama sekali. Warnanya jg mencurigakan, baunya aneh, bikin masakan jd pahit. Jgn beli deh, nyesel! titik",0
"Aki mobil ini parah bgt zonk. Baru seminggu pake udh soak, mobil gue gak nyala. Katanya awet bohong semua. Nyesel parah beli ini. Buang duit doang. Gak rekomen buat nyari aki bagus. Seller slow respon bgt. Kecewa berat asli.",0
"blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi , parah dah",0
"penjual gk ada respon , barang eror",0
"Spiralnya ringkih bgt, kertasnya tipis kayak tisu! Nggak bgt deh buat nulis pake pulpen, langsung tembus. Jelek! Gk rekomen blas. Titik.",0
saat diterima kotak sudah terbuka. ada 1 botol yang tidak tutupnya,0
"Top up valo zonk! mahal bgt, proses lemot kyk siput. mana gk sesuai nominal lagi. rugi bgt beli disini. kapok!",0
kualitas underpad buruk tdk sesuai harga .,0
"Pelembabnya oily bgt! Gk cocok di kulitku yg combi. Malah bikin bruntusan parah. Teksturnya jg lengket bgt, gk nyaman dipake siang2. Nyesel beli, gk rekomen deh! ",0
"official store sih bener , tapi begitu banyak komplen tentang packing tetep masih di abaikan berhubung barang nya ok ya ada yg mau beli tolong para atasan perushaan ini perhatikan bagian packingnya jangan cuman asal",0
"Nyesel bgt beli SSD eksternal ini! Transfer data lelet abis, pdhl klaimnya kenceng. Gk sesuai ekspektasi, malah bikin ribet kerjaan. Mana cepet panas lg. Bener2 zonk, gk rekomen sama sekali. Buang2 duit!",0
"Bantal lehernya gak nyaman bgt dipake, malah bikin leher pegel parah. Nyesel beli deh. Gak rekomen buat travel jauh sama sekali. Kualitas bahan jg biasa aja, panas.",0
agak kecewa ukuran kecil bisa dipakai untuk dewasa .,0
"maaf saya kasih bintang 1 karena penilaian tergantung efektifitas produk yg beli , ini gada efek sama sekali udh smpe hbis pakainya",0
lampunya mati sialan,0
"3 hari baru dikirim , mana barangnya salah juga",0
"Topi Panicpop ini? Duh, nyesel bgt beli! Warnanya beda jauh sm foto, bahannya jg kasar, gk nyaman dipake, mana jaitannya gk rapih. Bikin gatel pula. Ogah rekomen!",0
"Gambarnya burem bgt, alur cerita maksa, karakter gk jelas juntrungannya. Nyesel beli, buang2 duit aja nih webtoon! Mending baca yg lain deh.",0
"Padahal udh berharap ni cooling pad bntu bgt, tp zonk abis. Laptopku ttp panas parah, kipasnya berisik gk jelas, bikin ganggu bgt. Build quality nya parah bgt, ringkih ky mau copot. Nyesel bgt deh udh beli, gk rekomen samsek buat kalian.",0
"produk swallow, tetapi ukuran yang dikirim tidak sesuai deskripsi. saya tanya seller tidak respons payah",0
order pakai jnt tapi dikirim pos barang sesuai pesanan dan packing rapi . terimakasih,0
penjual kurang teliti memberi saran kpd pembeli . hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi juga lalai mengkomentari shg hasilnya jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nya tercetak,0
"kaki tripod rusak , tdk bs terkunci di angkat lsg turun",0
"Scanner ini gk bgs sama sekali. drivernya susah install, sering error. hasil scan jelek bgt, blur & warna gk akurat. kecewa berat deh. nyesel beli.",0
pembelian kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma bubble wrap pecah lagi . ajukan barang rusak katanya bukan kesalahan toko pas dicek masa patahannya serpihannya kurang saya coba satuin ada bagian memang ngak apa di pengiriman mereka buka terus diganti gitu ?,0
"Kecewa bgt sm ban ini. Baru brp bulan udah tipis. Gak awet sama skali. Kualitasnya parah, licin di jalan basah. Nyesel berat deh beli. Gak rekomen.",0
"Parah! Top up ML disini zonk abis. Diamond gk masuk2, cs slow respon. Mana mahal lg dr lapak sblh. Bnr2 nyesel order disini, mana lg event! Bikin emosi jiwa, gk rekomen bgt! Kapok!",0
"jelas udah pilih varian biru , dan di catatan juga ditulis warna . ehh kok ya tanpa konfirmasi dikirim putih sudah lah males komplen ?",0
bahan jelek mudah patah . baru dua x pakai saja sudah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan membuta kerja lebih lambat baik beli yang agak mahal tapi berkualitas,0
"Mousenya eror! Klik kiri double sendiri, scroll wheel macet. Gk rekomen bgt, nyesel beli disini. Bikin emosi tiap maen game. Toped payah!",0
barang ny bagus . tp kirim lama serasa po pdhal ikut baru dkirim kecewa,0
"barang jelek , patah 1 diisi gas bocor",0
"Susu UHT nya trnyata zonk!  Udah expied, pengiriman lama bgt, packing asal2an. Anak gw jd mencret nih. Gk rekomen bgt beli disini! Kapok deh! .",0
"Tas selempangnya ternyata zonk! Jahitannya gk rapih, bahannya tipis bgt, baru dipake sekali udah mau jebol. Nyesel beli disini, gk rekomen! Titik.",0
"Parah nih kain pelnya, gk nyerap air sama sekali alias zonk bgt. Dipake ngelap malah bikin becek doang. Bahannya juga tipis bgt, kayaknya gk bakal awet deh, baru dipake bentar juga udh brudul. Kualitasnya mengecewakan abis.",0
"Dispenser galon bawahnya zonk abis! Baru seminggu udah bocor alus, air rembes kemana2. Gk rekomen bgt, nyesel beli disini. Seller jg slow respon, payah! Titik",0
"Bnr2 nyesel beli! Penghitam ban ini zonk abis. Baru dipake sehari udh luntur, ban jd kyk ga diapa2in. Mana lengket bgt lg. Gk rekomen sm sekali! .",0
batteray hp tidak original dan cepat habis atau lowbet,0
"Airnya butek bgt! Gk jelas ini air apa. Galonnya jg penyok, mana segelnya udh kebuka. Jijik bgt mau minum. Gk rekomen blasss! Bener2 nyesel beli disini. Udh mahal, kualitasnya ampas. Top bgt zonknya.",0
"Airfryer zonk! Masak gak mateng2, listrik boros bgt. Udah gitu, timer ngaco pula. Nyesel beli, gk rekomen sm skali! Bikin emosi aja. Titik.",0
"Tas selempang ini bahan nya jelek bgt, tipis kayak kresek. Jahitannya udh sobek smua pdhl baru pake bentar bgt. Resleting macet. Buang duit beli barang gak guna.",0
"Kecewa berat sm gendongan instan ini. Dipakein bayi gk anteng sm skali, malah makin nangis. Bahannya jg kasar bgt bikin gerah. Jd gk kepake deh, percuma buang duit, gk rekomen!",0
tidak ada pengaruh besar kecil suara .,0
barang nya ga dateng tpi tulisannya sudah datang,0
"Printer laser ini bikin emosi, tiap mau ngeprint pasti ada aja masalah. Kertas nyangkut mulu, hasilnya jlek bgt buram2 gk jelas. Gk worth it bgt.",0
"VGA ini parah sih, beneran gk sesuai ekspektasi. Dipake main game berat dikit lgsg nge-lag parah, trus kadang2 suka crash drivernya. Panas bgt lagi cepet naik suhunya. Nyesel beli, gak rekomen bgt deh buat gaming. Kecewa berat.",0
"Spotify premium zonk! Playlist ngacak, buffering mulu, download error. Mana langganan setaun lagi! Gk rekomen bgt sumpah, nyesel abis titik.",0
"Router ini ampun deh, jelek parah bgt! Sinyal gk stabil sama sekali, sering bgt putus tiba2. Kecepatan juga lemot, buat kerja online buffering terus. Nyesel deh beli, gk rekomen buat siapapun. Settingnya susah bgt, padahal udh ikut petunjuk. Produk gagal, gk guna. Buang2 duit doang. Performanya ancur, gk ada bagus2nya. Parah.",0
paket udah diterima terima kasih,0
bubble wrap mana bukunya jadi kena benturan,0
"Botolnya zonk! Tumpah mulu, mana mahal lagi. Gk worth it bgt, nyesel beli dah. Bikin emosi aja. Titik.",0
"Kecewa bgt sm kaos polo nya. Bahannya tipis panas ga enak dipake, jahitannya acak2an udh mau lepas. Ukuran jg kekecilan padahal pilihnya L. Gk worth it bgt harganya.",0
"Ini sandal payah bgt deh! Baru dipake sebentar aja udah mau copot talinya, bener2 gk kuat ini mah. Mana bahannya kasar bikin lecet kaki. Nyesel bgt beli ini, gk rekomen sama skali. Buang2 duit aja! Kualitasnya jauh dr yg diiklanin. Gk sesuai ekspektasi, parah. Mending cari model lain deh. Sangat mngecewakan produknya.",0
"Catok ini parah bgt. gk panas sama sekali pas dipake, bikin rambut malah jd kusut parah. rugi bgt deh beli ini sumpah, gk sesuai ekspektasi. gk rekomen bgt buat yg butuh catokan cepet dan hasil bagus. kecewa bgt deh.",0
"Stikynya tipis bgt, nempelnya jg gk kuat. kertasnya gampang sobek, mana warnanya butek lagi. Kecewa berat, gk rekomen! titik",0
"Koper nya parah bgt, baru pake sekali lgsg roda nya copot. handle nya jg goyang. bahan nya tipis bgt ini. gk rekomen deh. nyesel beli.",0
sy pesan 1 shampoo dan 2 body wash . yg terima hanya tdk salah membuat video unboxing karena percaya sj dgn seller official win solution berikan bintang ksh,0
"Mie gorengnya keasinan parah! Bumbunya gk merata, malah bikin eneg. Teksturnya lembek bgt, overcooked kayak bubur. Gk rekomen deh, nyesel beli. Topingnya jg dikit bgt, zonk! Titik.",0
"Tabletnya lemot bgt. Buat buka apk sosmed aja lemot, scroll jg nge-lag parah. Pake sebentar lgsg panas. Kecewa bgt gk sesuai harga. Nyesel udh beli. Rugi bandar gk rekomen sama sekali deh. Boros batre jg.",0
tidak sesuai di gambar ya . tp harga segitu sudah lah,0
pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak pecah dan retak jd tidak mungkin bisa terpakai .,0
"Ini sticky notes nya jelek bgt sumpah. Lemnya gk nempel samsek, tempel dikit udah jatuh. Kertasnya tipis bgt kayak kertas minyak. Bener2 gk bgs, nyesel beli rugi. Buat apa coba dipake, gk worth.",0
barang dikirim tidak sesuai jumlah pesanan,0
Isotonik ini rasanya zonk bgt parah. Kaya air bekas apa tau deh. Udah gitu gk bikin seger samsek abis minum. Nyesel bgt beli. Gk rekomen.,0
Sepatu formal pria ini parah bgt. Dipake gk nyaman sama sekali. Nyesel banget deh beli gk rekomen bgs kualitasnya.,0
x ini saya kecewe gak bisa di pakai kecil dan mbranjang .,0
beli sabtu . proses senin kirim selasa rabu sampai padahal ada minggu nyampe gak lagi disin,0
"respon sebenernya cepet , tapi pas sampe barang nya ada penyok dikit tp g masalah . pengajuan komplain krna sleting bisa ternyata banyak lem tembak pada nempel nutupin jalan dan akhirnya benerin sendiri untuk kuncian sampai sekrang padahal kode",0
"Laptop bisnis? Bikin kesel! Baru 6 bln batre dah drop bgt, keyboardnya jg mulai ngaco. Gk rekomen buat yg mobilitas tinggi, beratnya ampun2an pula. Mending cari merk lain deh, nyesel bgt beli ini. Topeng doang!",0
"Jamnya kgedean bgt di tgn, udh gtu wrnanya norak abis! Strapnya jg kaku gk nyaman. Nyesel beli, kirain bgs taunya zonk. Baterenya jg boros bgt, bru sminggu udh abis. Gk rekomen!",0
minta tahu dikirim tempe .,0
"Celana kulotnya bahan tipis nerawang, jaitan jelek bgt. Model beda sm foto. Nyesel beli krn gk sesuai ekspetasi. Kecewa bg.",0
"Keyboard gaming zonk! Tombolnya mencet sendiri, lag parah. Bikin emosi jiwa pas nge-game! Gk rekomen bgt, nyesel beli sumpah. Banting aja kali ya.",0
"setelah 3 hari pakai , gamepad bagian kanannya mati ketika direnggangkan kecewa seller .",0
"gak rekomendasi untuk beli disini , ada masalah tapi seller ga jawab pesan . tadinya mau pakai fitur komplain tokped karena gw kira bakal tanggung sampai pesanan otomatis selesai belum juga balasan buat pelajaran aja yang lain barang kaya gacha kalau lagi beruntung bisa dapat jelek dan dituker",0
"Scannernya lemot bgt! Hasilnya burem, gk jelas. Nyesel beli, mana mahal lagi. Bikin emosi aja! Gk rekomen!",0
"Topi yg dateng zonk, gak bgs sama skali. Bahan gerah dipake. Warnanya jg beda jauh sm display. Gak worth it buat harga segini, nyesel bgt beli. Gk rekomen blas!",0
barang baru datang pertma saya coba di samsung a5 bisa pasang ternyta ga juga lagi oppo pensran disamsung dh umur ini kasih bintang garansi ribet belnja apliksi maupun toko enkn tko kepenjual disurh komplain ke toped dulu gimna baiknuy sama . pok kapok,0
"Sumpeh deh tablet ini mengecewakan bgt. Nge-lag parah, buat scroling aja susah. Panasnya juga kebangetan. Batrenya cepet koid. Jangan dibeli deh, jelek pol. Rugi.",0
lebih teliti lagi ya agan kalau memberi informasi,0
"Sarung tangan nya tipis bgt, brasa gk pake apa2. Grip nya licin pas kena air, hampir jatoh gegara ini! Jahitan nya jg udh mulai lepas pdhl bru 2 mggu. Gk rekomen bgt deh, nyesel beli disini.",0
"TV 4K katanya, tp lemot bgt, buka aplikasi loadingnya lama, kadang tiba2 ngulang. remotnya jg suka gk respon. nonton jd males deh, pdhl hrgnya lumayan mahal. gk rekomen sma sekali.",0
kirimnya tidak sesuai pesanan warna biru dikirim putih. kecewa _,0
baru d pake seminggu rusak,0
"Aduh webcamnya parah sih, beneran gk HD sama sekali. Gambarnya pecah2 bgt, kyk kamera 10 taun lalu. Gk bisa dipake buat meeting penting. Sangat sangat kecewa bgt. Rugi deh beli produk ini. Ampas.",0
"Pisaunya gk tajam sma skali, baru pake sebentar udah tumpul. bahannya jg kyk gampang karatan. Nyesel bgt deh beli set ini.",0
"Cat air ini parah bgt kualitasnya, warnanya pudar gk pekat sama sekali. Buat dicampur susah jg. Beneran gk bgs dan gk rekomen deh, nyesel beli, beda jauh sm deskripsi. Buang2 uang abis, gk guna.",0
"butuh cepat di dikirim lama respons pun yang jual amanah brather, jujur nyesel saya beli toko ini",0
"Kecewa bgt sm jam ini. baru bgt nyampe udh gk idup, dicoba ganti batre tetep aja mati. bahan casenya plastik murahan bgt, berasa mainan. gk worth it harga segini. nyesel bgt beli. gk guna sama skali. jgn harap bs dipake deh. buang2 duit aja ini.",0
