clean_text,sentiment
catokannya bikin rambut kering banget malah bercabang panasnya enggak stabil kadang panas banget kadang dingin menyesal banget beli produk murahan kayak begini enggak rekomen,0
thermometer digitalnya zonk masa suhu badan anakku kebaca mana batrenya boros banget lagi enggak rekomen deh menyesal beli disini bikin panik doang titik,0
disuru pilih aromanya tapi yang dikirim enggak sesuai coba dong kalo dagang online pembeli adalah raja belinya pakai uang kok tidak meminta,0
kaca malah jadi buram cairan ini baunya seperti porstex hati dalam membeli,0
ampun deh ini kettle stainlesnya baru pakai seminggu sudah ada karat di dalemnya handle juga cepat panas bahaya banget panasin airnya juga lamaa enggak sesuai iklan kualitasnya parah banget menyesal beli enggak rekomen deh,0
sumpah zonk banget top up di sini sudah menunggu lama ternyata diamond yang masuk salah jumlahnya kurang dari yang dipesan komplain juga susah banget responsnya rugi waktu sama duit parah parah enggak amanah sellernya enggak rekomen sama sekali deh buat yang mau top up ff menyesal banget asli,0
earphone tidak berfungsi sudah di cash,0
enggak jelek dikirim sesuai warna pemesan chat pesanan juga sudah saya sertakan catatan kirim born tapi recomended cara toko ada di penjual baca detail,0
menyesal pol beli ipin ini batre boros banget kamera buram di low light lemot pula sudah begitu update ios malah bikin makin parah enggak rekomen titik,0
astaga flat shoesnya kayak kardus keras banget solnya tipis enggak nyaman dipakai jalan jauh menyesal beli disini mana pengirimannya lama pula titik,0
tablet apaan nih batre boros banget aplikasi sering crash bikin kesel touchscreen kadang mengaco mengetik jadi berantakan menyesal beli enggak rekomen deh buang duit saja titik,0
parah baru kali ini beli spring bed zonk banget pegel semua badan enggak bisa tidur nyenyak bikin sakit pinggang menyesal puol beli ini kapok titik,0
barang yang di pesan tidak sesuai pesanan jenis datang cuman satu rugi banyak,0
vakumnya bocor terus susah divakum enggak lama kembung lagi enggak guna sama sekali rugi banget beli produk ini payah,0
saran saja buat teman yang beli disini jangan buang box nya simpan terus biar kalo baru rusak bisa di claim garansinya,0
bikini nya ternyata menerawang banget jahitannya juga enggak rapi bhnnya kasar gatel di kulit padahal di foto bagus eh pas datang zonk habis menyesal beli disini enggak rekomen sama sekali deh bikin ilfeel,0
pengiriman dan respon super cepat tapi barang tidak sesuai gambar kuat untuk menembus jok motor,0
rontok makin parah sudah pakai sebulan rambut malah tipis banget enggak ngaruh blas mana lepek gatel lagi kulit kepala menyesal beli buang duit saja enggak rekomen,0
buset deh sabun scarlett bikin kulit gue jadi kering kerontang begini enggak cocok banget malah jadi bruntusan benar menyesal beli zonk habis ini mah titik,0
exp april saya beli total kurang lebih buat di jual lagi kalo tau dekat akan ambil sudah ini dapat zonk segitu banyak mau dipakai sendiri bakal habis sampai,0
ini tas kamera jelek banget resletingnya macet parah susah dibuka tutup bahannya tipis banget kayak kresek enggak pantas buat kamera menyesal berat beli ini enggak rekomen deh,0
webcam ini parah banget katany hd tapi buram habis gambarnya kualitas kayak webcam jadul enggak tajam cahaya redup dikit saja sudah enggak jelas banyak noise mic nya jelek banget suara pecah enggak jernih menyesal parah beli ini enggak sesuai ekspektasi buang duit enggak rekomen deh,0
kulotnya tipis banget menerawang parah jahitan enggak rapi benang pada keluar warna juga beda jauh sama foto kecewa berat enggak rekomen blass bikin ilfil pakai celana ini mana pengiriman lama banget lagi menyesal beli disini,0
ini sih bukan asli mengecewakan sudah beli tapi begini,0
barang tidak bisa di pakai enggak ada merek quality check slot usm female buat dimasuki usb male seller juga gentle karena sudah request cancel masih saja kirim,0
flanelnya tipis banget mengira tebal jahitannya juga kurang rapi ada benang keluar warna enggak sesuai gambar menyesal beli disini enggak rekomen,0
tripodnya ringkih banget enggak stabil dipakai buat kamera dslr langsung doyong menyesal beli disini mana pengirimannya lama pula benar zonk enggak rekomen titik,0
saya beli serioxyl nya malah enggak ada yang datang giftnya saja ini bagaimana sih official account lho padahal,0
padahal masih segel orion tapi kunci yang seperti difoto tidak ada dalam kemasan coba komplain harus sertakan video unboxing sama kurir ya enggak kepikiran sampai saya kalo produk baru jaminan komplit terpaksa beli kuncinya sendiri kecewa,0
pelayanan nya enggak seperti biasanya php,0
kecewa banget sama nugget ini ukurannya mini beda sama yang iklan rasanya juga aneh enggak enak sama sekali kayak tepung doang teksturnya lembek begitu rugi beli zonk deh pokoknya,0
laptop ini ini zonk banget touchscreen nya mengaco batre boros parah keyboard juga kadang enggak responsif menyesal beli mending nabung lagi buat merk lain yang lebih jelas kualitasnya enggak rekomen,0
kayaknya enggak original pengisian lambat tidak seperti aslinya,0
tahun saya member bata dan saat ini sangat kecewa dengan pelayanan ecommerce sungguh buruk,0
bedak my baby bikin anakku ruam parah enggak lagi deh pakai ini padahal sudah rekomen dari bidan tetap saja zonk kapok banget bikin kulit bayi iritasi,0
saya salah beli jadi tidak bisa kasih bintang terpakai barang nya,0
bisa dipakai tapi daya lemah bila lebih dari dua slot,0
jelek barang sampai disini di sini sudah rusak tidak bisa jalan,0
uno kau kartunya tipis banget gampang lecek warna pudar enggak seru buat dimainin menyesal beli disini zonk mending beli yang orisinal saja deh,0
jaket riding ini jelek banget enggak sesuai iklan bilangnya anti air kena gerimis langsung tembus bahannya panas kaku enggak nyaman dipakai riding jauh jaitan sudah pada copot resleting macet parah enggak rekomen menyesal banget beli buang duit kualitasnya jelek banget,0
harga cuma ribu kurang barang tapi alasan terlalu banyak enggak mau ganti toko ini ajar,0
jamnya ringkih banget baru dipakai hari sudah rusak enggak rekomen deh menyesal banget beli disini baterainya juga boros parah banget,0
barang sesuai tapi pengiriman masalah mustinya gran cepat jadi nunda hari,0
kamerany burek banget enggak jelas sama sekali pas malam menyesal belinya zonk habis enggak rekomen deh titik,0
barang ada yang tidak sesuai sama buset lama banget dikirimnya kapok,0
sangat kecewa sekali,0
innalillahi agan kalau jualan yang jujur juragan jual kilogram kenapa datang gram saya hapal banget kantong sama sudah sering beli ya tagih di akherat ya makanan kucing saja pakai bohong nya nauzubillah terakhir belanja toko ini tidak berkah loh rizki dengan cara nipu seperti begini dibiarkan diterkam nanti,0
glukometer zonk jarumnya tumpul hasil mengaco banget enggak akurat malah bikin panik menyesal beli disini ampun deh,0
pinggiran buku sobek mungkin karena packaging nya,0
hancur dikasihnya barang bekas sudah begitu rusak pula payah kalau tidak korporatif kecewa sangat,0
padahal sudah atc bubble tapi enggak ada parah tolong memperbaiki biar pembeli puas,0
ada noda kuning di jilbab,0
baksonya asem banget teksturnya juga aneh enggak lagi deh beli disini menyesal banget mana mahal pula enggak rekomen titik,0
awal dikirim bareng sih packing rapi ya tapi ada bocel sama kaki tripod karetnya yang hilang terus saya balikim barangnya kasih bubble wrap buat balikin seller kirim barunya sama sekali enggak pakai alhasil banyak lecet penyok dibilang dari katanya harus xtra tau begitu balikinnya enggak usah memakai,0
cover motornya parah banget bahannya tipis bikin sobek mulu enggak tahan panas ujan blas menyesal banget beli begini,0
jam alarm digital ini sumpah enggak rekomen banget mau nyetel saja susahnya parah sudah coba mengikuti buku petunjuk tetap saja ribet enggak jelas pas sudah diset kadang enggak bunyi kadang bunyi telat kacau deh menyesal banget beli yang ini kualitasnya juga kelihatan ringkih enggak yakin bakal awet bikin malas pakai zonk habis,0
jangan lagi deh beli disini sudah meminta pembatalan karena mau ganti alamat tapi hebatnya seller bisa menolak secara sepihak tanpa konfirmasi,0
barangnya kosong,0
dasternya adem ya iyalah pada begitu jelas ademnya mentang gretongan haaha parah asli,0
payah magnetnya lemah banget gampang lepas transfer data lemot amit menyesal beli sumpah mending kabel biasa saja deh ini mah sampah elektronik enggak rekomen,0
rak kayu beda banget sama foto kayunya kusam lecet parah pasang susah hasilnya jelek goyang enggak worth itu harganya mhal enggak rekomen blas beli rugi duwit,0
drone nya jelek banget baru dipakai bentar langsung enggak stabil kameranya goyang parah hasil videonya enggak bisa kepake sama sekali batre boros terbang cuma bentar saja deh drop menyesal beli rugi banget enggak rekomen deh pokoknya zonk banget,0
jelak ada yang patah pedang pada meletot semua apa lagi warna ya salah fatal,0
sudah biasanya belanja di abbot baru kali ini datang penyok semua tidak tahu promo gara gara memang abisin stok atau toko cabangnya yang bermasalah pasti tidak bakal belanja lagi cabang di,0
screamous celana chino apaan nih baru sekali cuci sudah melar kayak karet kolor jahitan benang lepas sana sini warna luntur pula enggak rekomen banget menyesal beli disini bikin rugi saja,0
barang yang dikirim rusak,0
bumbu zonk pedesnya lebay banget enggak enak sama sekali warnanya juga mencurigakan baunya aneh bikin masakan jadi pahit jangan beli deh menyesal titik,0
aki mobil ini parah banget zonk baru seminggu pakai sudah soak mobil gue enggak nyala katanya awet bohong semua menyesal parah beli ini buang duit doang enggak rekomen buat mencari aki bagus seller slow respon banget kecewa berat asli,0
belum dimainin barang sudah cacat mana no angkanya ada yang pudar lagi parah deh,0
penjual enggak ada respon barang eror,0
spiralnya ringkih banget kertasnya tipis kayak tisu enggak banget deh buat menulis pakai pulpen langsung tembus jelek enggak rekomen blas titik,0
saat diterima kotak sudah terbuka ada botol yang tidak tutupnya,0
top up valo zonk mahal banget proses lemot kayak siput mana enggak sesuai nominal lagi rugi banget beli disini kapok,0
kualitas underpad buruk tidak sesuai harga,0
pelembabnya oily banget enggak cocok di kulitku yang combi malah bikin bruntusan parah teksturnya juga lengket banget enggak nyaman dipakai siang menyesal beli enggak rekomen deh,0
official store sih benar tapi begitu banyak komplen tentang packing tetap masih di abaikan berhubung barang nya ok ya ada yang mau beli tolong para atasan perushaan ini perhatikan bagian packingnya jangan cuman asal,0
menyesal banget beli ssd eksternal ini transfer data lelet habis padahal klaimnya kencang enggak sesuai ekspektasi malah bikin ribet pekerjaan mana cepat panas lagi benar zonk enggak rekomen sama sekali buang duit,0
bantal lehernya enggak nyaman banget dipakai malah bikin leher pegel parah menyesal beli deh enggak rekomen buat travel jauh sama sekali kualitas bahan juga biasa saja panas,0
agak kecewa ukuran kecil bisa dipakai untuk dewasa,0
maaf saya kasih bintang karena penilaian tergantung efektifitas produk yang beli ini enggak ada efek sama sekali sudah sampai habis pakainya,0
lampunya mati sialan,0
hari baru dikirim mana barangnya salah juga,0
topi panicpop ini duh menyesal banget beli warnanya beda jauh sama foto bahannya juga kasar enggak nyaman dipakai mana jaitannya enggak rapi bikin gatel pula ogah rekomen,0
gambarnya buram banget alur cerita maksa karakter enggak jelas juntrungannya menyesal beli buang duit saja nih webtoon mending baca yang lain deh,0
padahal sudah berharap ini cooling pad bantu banget tapi zonk habis laptopku tetap panas parah kipasnya berisik enggak jelas bikin ganggu banget build quality nya parah banget ringkih kaya mau copot menyesal banget deh sudah beli enggak rekomen samsek buat kalian,0
produk swallow tetapi ukuran yang dikirim tidak sesuai deskripsi saya tanya seller tidak respons payah,0
order pakai jnt tapi dikirim pos barang sesuai pesanan dan packing rapi terimakasih,0
penjual kurang teliti memberi saran kepada pembeli hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya meminta nomor diembose pun sudah tercatat tapi juga lalai mengkomentari shg hasilnya juga tidak diembosed mengecewakan saya enggak bisa kasih foto karena ada nya tercetak,0
kaki tripod rusak tidak bisa terkunci di angkat langsung turun,0
scanner ini enggak bagus sama sekali drivernya susah install sering error hasil scan jelek banget blur warna enggak akurat kecewa berat deh menyesal beli,0
pembelian kesekian kalinya dan biasanya dikemas pakai kardus tapi yang dikirim cuma bubble wrap pecah lagi ajukan barang rusak katanya bukan kesalahan toko pas dicek masa patahannya serpihannya kurang saya coba satuin ada bagian memang enggak apa di pengiriman mereka buka terus diganti begitu,0
kecewa banget sama ban ini baru berapa bulan sudah tipis enggak awet sama sekali kualitasnya parah licin di jalan basah menyesal berat deh beli enggak rekomen,0
parah top up ml disini zonk habis diamond enggak masuk cs slow respon mana mahal lagi dari lapak sebelah benar menyesal order disini mana lagi event bikin emosi jiwa enggak rekomen banget kapok,0
jelas sudah pilih varian biru dan di catatan juga ditulis warna eh kok ya tanpa konfirmasi dikirim putih sudah lah malas komplen,0
bahan jelek mudah patah baru dua pakai saja sudah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan membuta kerja lebih lambat baik beli yang agak mahal tapi berkualitas,0
mousenya eror klik kiri double sendiri scroll wheel macet enggak rekomen banget menyesal beli disini bikin emosi tiap main game toped payah,0
barang nya bagus tapi kirim lama serasa po padahal ikut baru dkirim kecewa,0
barang jelek patah diisi gas bocor,0
susu uht nya ternyata zonk sudah expied pengiriman lama banget packing asalan anak gue jadi mencret nih enggak rekomen banget beli disini kapok deh,0
tas selempangnya ternyata zonk jahitannya enggak rapi bahannya tipis banget baru dipakai sekali sudah mau jebol menyesal beli disini enggak rekomen titik,0
parah nih kain pelnya enggak nyerap air sama sekali alias zonk banget dipakai ngelap malah bikin becek doang bahannya juga tipis banget kayaknya enggak bakal awet deh baru dipakai bentar juga sudah brudul kualitasnya mengecewakan habis,0
dispenser galon bawahnya zonk habis baru seminggu sudah bocor alus air rembes kemana enggak rekomen banget menyesal beli disini seller juga slow respon payah titik,0
benar menyesal beli penghitam ban ini zonk habis baru dipakai sehari sudah luntur ban jadi kayak enggak diapakan mana lengket banget lagi enggak rekomen sama sekali,0
batteray hp tidak original dan cepat habis atau lowbet,0
airnya butek banget enggak jelas ini air apa galonnya juga penyok mana segelnya sudah kebuka jijik banget mau minum enggak rekomen blasss benar menyesal beli disini sudah mahal kualitasnya ampas top banget zonknya,0
airfryer zonk masak enggak mateng listrik boros banget sudah begitu timer mengaco pula menyesal beli enggak rekomen sama sekali bikin emosi saja titik,0
tas selempang ini bahan nya jelek banget tipis kayak kresek jahitannya sudah sobek semua padahal baru pakai bentar banget resleting macet buang duit beli barang enggak guna,0
kecewa berat sama gendongan instan ini dipakein bayi enggak anteng sama sekali malah makin menangis bahannya juga kasar banget bikin gerah jadi enggak kepake deh percuma buang duit enggak rekomen,0
tidak ada pengaruh besar kecil suara,0
barang nya enggak datang tapi tulisannya sudah datang,0
printer laser ini bikin emosi tiap mau ngeprint pasti ada saja masalah kertas nyangkut mulu hasilnya jelek banget buram enggak jelas enggak worth itu banget,0
vga ini parah sih benaran enggak sesuai ekspektasi dipakai main game berat dikit langsung nge lag parah terus kadang suka crash drivernya panas banget lagi cepat naik suhunya menyesal beli enggak rekomen banget deh buat gaming kecewa berat,0
spotify premium zonk playlist ngacak buffering mulu download error mana langganan setaun lagi enggak rekomen banget sumpah menyesal habis titik,0
router ini ampun deh jelek parah banget sinyal enggak stabil sama sekali sering banget putus tiba kecepatan juga lemot buat kerja online buffering terus menyesal deh beli enggak rekomen buat siapapun settingnya susah banget padahal sudah ikut petunjuk produk gagal enggak guna buang duit doang performanya hancur enggak ada bagusnya parah,0
paket sudah diterima terima kasih,0
bubble wrap mana bukunya jadi kena benturan,0
botolnya zonk tumpah mulu mana mahal lagi enggak worth itu banget menyesal beli deh bikin emosi saja titik,0
kecewa banget sama kaos polo nya bahannya tipis panas enggak enak dipakai jahitannya acakan sudah mau lepas ukuran juga kekecilan padahal pilihnya enggak worth itu banget harganya,0
ini sandal payah banget deh baru dipakai sebentar saja sudah mau copot talinya benar enggak kuat ini mah mana bahannya kasar bikin lecet kaki menyesal banget beli ini enggak rekomen sama sekali buang duit saja kualitasnya jauh dari yang diiklanin enggak sesuai ekspektasi parah mending cari model lain deh sangat mngecewakan produknya,0
catok ini parah banget enggak panas sama sekali pas dipakai bikin rambut malah jadi kusut parah rugi banget deh beli ini sumpah enggak sesuai ekspektasi enggak rekomen banget buat yang butuh catokan cepat dan hasil bagus kecewa banget deh,0
stikynya tipis banget nempelnya juga enggak kuat kertasnya gampang sobek mana warnanya butek lagi kecewa berat enggak rekomen titik,0
koper nya parah banget baru pakai sekali langsung roda nya copot handle nya juga goyang bahan nya tipis banget ini enggak rekomen deh menyesal beli,0
saya pesan shampoo dan body wash yang terima hanya tidak salah membuat video unboxing karena percaya saja dengan seller official win solution berikan bintang kasih,0
mie gorengnya keasinan parah bumbunya enggak merata malah bikin eneg teksturnya lembek banget overcooked kayak bubur enggak rekomen deh menyesal beli topingnya juga dikit banget zonk titik,0
tabletnya lemot banget buat buka apk sosmed saja lemot scroll juga nge lag parah pakai sebentar langsung panas kecewa banget enggak sesuai harga menyesal sudah beli rugi bandar enggak rekomen sama sekali deh boros batre juga,0
tidak sesuai di gambar ya tapi harga segitu sudah lah,0
pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak pecah dan retak jadi tidak mungkin bisa terpakai,0
ini sticky notes nya jelek banget sumpah lemnya enggak menempel samsek tempel dikit sudah jatuh kertasnya tipis banget kayak kertas minyak benar enggak bagus menyesal beli rugi buat apa coba dipakai enggak worth,0
barang dikirim tidak sesuai jumlah pesanan,0
isotonik ini rasanya zonk banget parah kayak air bekas apa tau deh sudah begitu enggak bikin segar samsek habis minum menyesal banget beli enggak rekomen,0
sepatu formal pria ini parah banget dipakai enggak nyaman sama sekali menyesal banget deh beli enggak rekomen bagus kualitasnya,0
ini saya kecewe enggak bisa di pakai kecil dan mbranjang,0
beli sabtu proses senin kirim selasa rabu sampai padahal ada minggu sampai enggak lagi disin,0
respon sebenarnya cepat tapi pas sampai barang nya ada penyok dikit tapi masalah pengajuan komplain karena sleting bisa ternyata banyak lem tembak pada menempel menutupi jalan dan akhirnya perbaiki sendiri untuk kuncian sampai sekarang padahal kode,0
laptop bisnis bikin kesel baru bulan batre deh drop banget keyboardnya juga mulai mengaco enggak rekomen buat yang mobilitas tinggi beratnya ampunan pula mending cari merk lain deh menyesal banget beli ini topeng doang,0
jamnya kgedean banget di tgn sudah begitu wrnanya norak habis strapnya juga kaku enggak nyaman menyesal beli mengira bagus taunya zonk baterenya juga boros banget baru sminggu sudah habis enggak rekomen,0
meminta tahu dikirim tempe,0
celana kulotnya bahan tipis menerawang jaitan jelek banget model beda sama foto menyesal beli karena enggak sesuai ekspetasi kecewa bang,0
keyboard gaming zonk tombolnya mencet sendiri lag parah bikin emosi jiwa pas nge game enggak rekomen banget menyesal beli sumpah banting saja kali ya,0
setelah hari pakai gamepad bagian kanannya mati ketika direnggangkan kecewa seller,0
enggak rekomendasi untuk beli disini ada masalah tapi seller enggak jawab pesan tadinya mau pakai fitur komplain tokped karena gue kira bakal tanggung sampai pesanan otomatis selesai belum juga balasan buat pelajaran saja yang lain barang kayak gacha kalau lagi beruntung bisa dapat jelek dan dituker,0
scannernya lemot banget hasilnya buram enggak jelas menyesal beli mana mahal lagi bikin emosi saja enggak rekomen,0
topi yang datang zonk enggak bagus sama sekali bahan gerah dipakai warnanya juga beda jauh sama display enggak worth itu buat harga segini menyesal banget beli enggak rekomen blas,0
barang baru datang pertama saya coba di samsung bisa pasang ternyta enggak juga lagi oppo pensran disamsung deh umur ini kasih bintang garansi ribet belnja apliksi maupun toko enkn tko kepenjual disurh komplain ke toped dulu bagaimana baiknuy sama pok kapok,0
sumpah deh tablet ini mengecewakan banget nge lag parah buat scroling saja susah panasnya juga kebangetan batrenya cepat koid jangan dibeli deh jelek pol rugi,0
lebih teliti lagi ya agan kalau memberi informasi,0
sarung tangan nya tipis banget berasa enggak pakai apa grip nya licin pas kena air hampir jatuh gegara ini jahitan nya juga sudah mulai lepas padahal baru mggu enggak rekomen banget deh menyesal beli disini,0
tv katanya tapi lemot banget buka aplikasi loadingnya lama kadang tiba ngulang remotnya juga suka enggak respon menonton jadi malas deh padahal hrgnya lumayan mahal enggak rekomen sama sekali,0
kirimnya tidak sesuai pesanan warna biru dikirim putih kecewa,0
baru pakai seminggu rusak,0
aduh webcamnya parah sih benaran enggak hd sama sekali gambarnya pecah banget kayak kamera tahun lalu enggak bisa dipakai buat meeting penting sangat sangat kecewa banget rugi deh beli produk ini ampas,0
pisaunya enggak tajam sama sekali baru pakai sebentar sudah tumpul bahannya juga kayak gampang karatan menyesal banget deh beli set ini,0
cat air ini parah banget kualitasnya warnanya pudar enggak pekat sama sekali buat dicampur susah juga benaran enggak bagus dan enggak rekomen deh menyesal beli beda jauh sama deskripsi buang uang habis enggak guna,0
butuh cepat di dikirim lama respons pun yang jual amanah brather jujur menyesal saya beli toko ini,0
kecewa banget sama jam ini baru banget sampai sudah enggak hidup dicoba ganti batre tetap saja mati bahan casenya plastik murahan banget berasa mainan enggak worth itu harga segini menyesal banget beli enggak guna sama sekali jangan harap bisa dipakai deh buang duit saja ini,0
aduh menyesal banget beli bikini ini kualitasnya parah benaran beda sama yang di gambar bahannya tipis menerawang enggak bagus sama sekali ukurannya juga meleset kekecilan padahal sudah pilih sesuai size chart jahitannya sudah mau lepas enggak rekomen deh buat siapapun yang cari bikini bagus buang duit doang ini mah kecewa berat,0
pijetannya kayak dicakar kucing enggak berasa apa malah bikin leher sakit batre boros banget baru dipakai bentar sudah lowbat menyesal beli buang duit saja enggak rekomen,0
pengiriman lambat sekali sangat mengecewakan ada pilihan next hari yang berarti pesanan akan sampai setelah pembayaran dilakukan tapi baru hari itupun karena berkali kali dikomplain melalui whatsapp dan kolom chat di tokopedia,0
kemahalan dilihat dari barangnya kecil dan tidak kokoh,0
barang tidak sesuai dengan pesanan,0
barang yang di jual tidak sesuai benar penipuan,0
tws ini sumpah jelek banget suara cempreng parah enggak ngebass batre boros cepat habis koneksi putus terus bikin emosi bahan kerasa murahan ringkih banget jangan harap dapat yang bagus ini produk gagal enggak sesuai deskripsi sama sekali menyesal belinya,0
produk sangat buruk tidak bisa buat telepon dinyalakan menit mati lagi,0
ganti bintang jadi saja lah pelayanan sangat buruk sampai salah warna hal yang fatal sekali,0
jaket thanksinsomnia jahitannya amburadul bahannya panas banget kayak kompor enggak rekomen deh menyesal beli disini mending beli yang lain saja titik,0
sendalnya keras banget solnya licin pula enggak nyaman dipakai jalan jauh malah bikin lecet kaki sudah begitu lemnya juga kurang kuat baru seminggu sudah mau copot menyesal banget beli disini enggak rekomen deh,0
jahitannya banyak yang enggak rapi kain agak menerawang,0
granolanya keras banget susah dikunyah rasanya aneh bikin sakit gigi enggak lagi deh beli ini ampun deh zonk,0
baru pakai sbntar langsung lecet anti lengketnya padahal pakenya sutil silikon loh bukan yang besi ini kwalitasnya parah sih gampang ngelupas sekarang malah jadi lengket banget lebih parah dari wajan biasa buang duit saja enggak worth itu sama sekali kecewa banget,0
ada kesalahan di mc dan hardisknya enggak bisa digunain jadi nya psnya masa ke isi game atau ngeblank padahal belinya bukan dengan duit yang sdikit harus beli kabel lagi karena salah kirim sudah begitu sendiri jadinya kecewa sumpah,0
drone ini parah banget bikin emosi terbangnya enggak jelas maju mundur enggak tentu arah batre boros banget cuma tahan menitan kontrol ribet parah enggak responsif kameranya burik enggak kayak di iklan menyesal banget beli mending uangnya buat yang lain benar kecewa enggak worth itu,0
kecewa hadiahnya tidak datang sesuai info dan dikbrin juga ada,0
adminnya lambat barang juga tidak sampai di tangan saya setelah menunggu hampir minggu padahal ada transaksi dari beberapa toko hari yang sama dan semuanya sudah maksimal pihak kurir katanya sudah diterima keluarga dekat nama penerimanya saja enggak komplain ke toped baru direspon mggu akhirnya diputuskan untuk direfund,0
kecewa banget sama keyboard gaming ini baru beberapa minggu sudah eror parah tombolnya pada enggak fungsi lampunya juga kedip enggak jelas build quality jelek banget ringkih enggak sesuai ekspektasi buang duit menyesal banget sudah beli enggak rekomen buat yang lain,0
meminta kuning di kasih gold tak ada omongan pula,0
